Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
0	M Facchin, N Negro	Predictive processing and extended consciousness: why the machinery of consciousness is (probably) still in the head and the DEUTS argument won't let it leak …	2020		philsci-archive.pitt.edu	http://philsci-archive.pitt.edu/18547/		219	2021-12-16 5:27:33									0	0	0	2	1	… ’s free energy principle (Friston and Stephan 2007; Hohwy 2020). Here, we provide an hyper-concise introduction to both, starting from the latter.​The free energy principle … But surprisal can be avoided only through active inference; that is, embodied action. Thus within PP, real, …	http://philsci-archive.pitt.edu/18547/1/Manuscript%202021%20%281%29.pdf	https://scholar.google.com/scholar?q=related:C6b5RjHBHgAJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	S Reason, T Rutten	Predictive Hermeneutics	2020		psyarxiv.com	https://psyarxiv.com/tg8ym/		410	2021-12-16 5:27:33									0	0	0	2	1	… of the brain and, through Friston’s free energy principle, constitute a fundamental property of life ​(Clark 2013; KJ Friston 2013; Clark 2017)​. … As noted in ​(Clark 2016)​, it has also been dubbed ​active inference ​in theories emphasizing its extension to motor control, and ​…	https://psyarxiv.com/tg8ym/download?format=pdf	https://scholar.google.com/scholar?q=related:iyi1jzXMTSoJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	W Wiese, T Metzinger	PP vainilla para filósofos: Un manual sobre Procesamiento Predictivo	2020	Cuadernos …	cuadernosfilosoficos.unr.edu.ar	https://cuadernosfilosoficos.unr.edu.ar/index.php/cf/article/view/118		361	2021-12-16 5:27:33									0	0	0	2	1	… The free-energy principle: A rough guide to the brain? Trends in Cognitive Sciences, 13 (7), 293–301. https://dx.doi.org/10.1016/j.tics.… The free-energy principle: A unified brain theory? Nature Reviews Neuroscience, 11 (2), 127–138. https://dx.doi.org/10.1038/nrn2787 Friston, K. …	https://cuadernosfilosoficos.unr.edu.ar/index.php/cf/article/download/118/116	
0	J Cannon	PIPPET: A Bayesian framework for generalized	2020		biorxiv.org	https://www.biorxiv.org/content/10.1101/2020.11.05.369603v1.full.pdf		235	2021-12-16 5:27:33	PDF	10.1101/2020.11.05.369603v1.full							0	0	0	1	1	… 31 and active inference models of rhythmic timing. Keywords: Bayesian Inference, Active Inference, Timing, Rhythm, En- 33 trainment 34 … solution within the family of possible Gaussian posteriors, in accordance with 186 the Free Energy Principle of predictive processing [28]. …	https://www.biorxiv.org/content/10.1101/2020.11.05.369603v1.full.pdf	https://scholar.google.com/scholar?q=related:ACdbWjVPX4MJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	GFR Ellis	Physics, Determinism, and the Brain	2020	arXiv preprint arXiv:2008.12674	arxiv.org	https://arxiv.org/abs/2008.12674		371	2021-12-16 5:27:33									0	0	0	1	1	… “ Using the Free Energy Principle and Active Inference framework, I describe a particular mechanism for intentional action selection via consciously imagined goal realization, where contrasts between desired and present states influence ongoing neural activity/policy selection …	https://arxiv.org/pdf/2008.12674	https://scholar.google.com/scholar?q=related:JtZY_awkSwgJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	A Toma	PHY-layer Security in Cognitive Radio Networks through Learning Deep Generative Models: an AI-based approach	2020		qmro.qmul.ac.uk	http://qmro.qmul.ac.uk/xmlui/handle/123456789/69338		467	2021-12-16 5:27:33									0	0	0	1	1	… 97 5.1 AI basis: self-aware systems and the free-energy principle . . . … Theoretically, the free energy principle illustrates how autonomous systems minimize … Cognitive dynamics: From attractors to active inference. Proceedings of the IEEE, 102(4):427–445, April 2014. …	https://qmro.qmul.ac.uk/xmlui/bitstream/handle/123456789/69338/Toma_A_PhD_ICE_final_240420.pdf?sequence=1	https://scholar.google.com/scholar?q=related:9zrlJR826qQJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	LAE Weber	Perception as Hierarchical Bayesian Inference-Toward non-invasive readouts of exteroceptive and interoceptive processing	2020		research-collection.ethz.ch	https://www.research-collection.ethz.ch/handle/20.500.11850/476505		446	2021-12-16 5:27:33									0	0	0	1	1	… , learning, but also action, optimize the same cost function – the free-energy principle (Friston et al., 2006; Friston, 2010, see below). … Finally, minimization of free energy has not only been used to describe inference and learning, but also action selection («active inference…	https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/476505/diss.pdf?sequence=1	https://scholar.google.com/scholar?q=related:-nGrxBKCPwEJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	E Venter	Perceiving agents: self and other	2020		scholar.archive.org	https://scholar.archive.org/work/hfjd6jpgqzazndeonk3rprspci/access/wayback/https://hss-opus.ub.ruhr-uni-bochum.de/opus4/frontdoor/deliver/index/docId/7660/file/diss.pdf		403	2021-12-16 5:27:33	PDF								0	0	0	1	1	… with feedback or active inference, which presupposes the perceiver to be an embodied agent being able to act upon the world. … I argue for embodied predictive processing which fits into the larger context of the free energy principle and is a way of explaining how prediction error …	https://scholar.archive.org/work/hfjd6jpgqzazndeonk3rprspci/access/wayback/https://hss-opus.ub.ruhr-uni-bochum.de/opus4/frontdoor/deliver/index/docId/7660/file/diss.pdf	
0	A Jafarian, P Zeidman, R Wykes, M Walker, ...	Parametric dynamic causal modelling	2020	arXiv preprint arXiv …	arxiv.org	https://arxiv.org/abs/2008.11650		652	2021-12-16 9:10:44									0	0	0	5	1	This technical note introduces parametric dynamic causal modelling, a method for inferring slow changes in biophysical parameters that control fluctuations of fast neuronal states. The application domain we have in mind is inferring slow changes in variables (eg, extracellular …	https://arxiv.org/pdf/2008.11650	https://scholar.google.com/scholar?q=related:2Now9KdmkNwJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
0	WM Kouw	Online system identification in a Duffing oscillator by free energy minimisation	2020	International Workshop on Active Inference	Springer	https://link.springer.com/chapter/10.1007/978-3-030-64919-7_6		73	2021-12-16 5:27:33		10.1007/978-3-030-64919-7_6							0	0	0	1	1	… A natural next step is for an active inference agent to determine the control signal regime (ie optimal design). Unfortunately, this is not straightforward: the current formulation relies on variational free energy which does not produce an epistemic term in the objective. The …	https://arxiv.org/pdf/2009.00845	https://scholar.google.com/scholar?q=related:mYV5J2EncaEJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	CL Buckley	On the Relationship Between Active Inference and Control as Inference	2020	Active Inference: First International Workshop, IWAI …	books.google.com	https://books.google.com/books?hl=en&lr=&id=htQPEAAAQBAJ&oi=fnd&pg=PA3&dq=%22active+inference%22+or+%22free+energy+principle%22&ots=SOs3U65UAU&sig=Xx0ny1PvV3tq6DSuYi5_w41Pc8w		37	2021-12-16 5:27:33									0	0	0	1	1	… In this work, we have highlighted the large degree of overlap between the frameworks of active inference (AIF) and control as inference (CAI), and we have explored the major way in which they differ-which is in terms of how they encode value into their generative models, thus …		https://scholar.google.com/scholar?q=related:M7eB6-NjXjgJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	M Biehl, R Kanai	Non-trivial informational closure of a Bayesian hyperparameter	2020	2020 IEEE Symposium Series on …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/9308480/		455	2021-12-16 5:27:33									0	0	0	2	1	We investigate the non-trivial informational closure (NTIC) of a Bayesian hyperparameter inferring the underlying distribution of an identically and independently distributed finite random variable. For this we embed both the Bayesian hyperparameter updating process and the …	https://arxiv.org/pdf/2010.01855	https://scholar.google.com/scholar?q=related:P2eYmHwA6dIJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	ED Fagerholm, C Tangwiriyasakul, ...	Neural diffusivity and pre-emptive epileptic seizure intervention	2020	PLOS Computational …	journals.plos.org	https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1008448		573	2021-12-16 9:10:44	HTML								0	0	0	3	1	The propagation of epileptic seizure activity in the brain is a widespread pathophysiology that, in principle, should yield to intervention techniques guided by mathematical models of neuronal ensemble dynamics. During a seizure, neural activity will deviate from its current …	https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1008448	https://scholar.google.com/scholar?q=related:I1SvbhDcGggJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
0	K Parisot	Multi-stability in visual perception and eye movements: does action control perception or vice-versa?	2020		hal.archives-ouvertes.fr	https://hal.archives-ouvertes.fr/tel-03109729/		453	2021-12-16 5:27:33									0	0	0	1	1	… In the next paragraphs, we look at how vision is an active inference process, where sensory information is mixed with prior information, to reconstruct a rich perceptual world, from an incomplete, and sometimes poor, sensory world. …	https://hal.archives-ouvertes.fr/tel-03109729/document	https://scholar.google.com/scholar?q=related:j1OHnhE9UVAJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	J Bueno	Molecular Evolutionary Models in Drug Discovery	2020		books.google.com	https://books.google.com/books?hl=en&lr=&id=Y7zLDwAAQBAJ&oi=fnd&pg=PP1&dq=%22active+inference%22+or+%22free+energy+principle%22&ots=pTfMmqPOsv&sig=zbOPybxKAvYM3_xKu6mzsOZW9JY		459	2021-12-16 5:27:33	BOOK								0	0	0	1	1	Molecular Evolutionary Models in Drug Discovery explores the application of evolutionary molecular models in drug discovery in which secondary metabolites play a fundamental role. Secondary metabolites are not produced in isolation, they are the result of the interaction of …		https://scholar.google.com/scholar?q=related:7tnFfUQvXdQJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	C Whyte	Modelling and Measuring the Predictive Brain	2020		ses.library.usyd.edu.au	https://ses.library.usyd.edu.au/handle/2123/22993		138	2021-12-16 5:27:33									0	0	0	1	1	… after a lot of maths, to the free energy principle. For better or for worse, the free energy principle, and the process theories that it subsumes, … In the next two subsections we will explore predictive coding and active inference in some detail, highlighting the explanatory scope of the …	https://ses.library.usyd.edu.au/bitstream/handle/2123/22993/Whyte_CW_thesis.pdf?sequence=1	https://scholar.google.com/scholar?q=related:NDugl5BHDTQJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	B Ergul, T van de Laar, M Koudahl, ...	Learning Where to Park	2020	… on Active Inference	Springer	https://link.springer.com/chapter/10.1007/978-3-030-64919-7_14		101	2021-12-16 5:27:33		10.1007/978-3-030-64919-7_14							0	0	0	4	1	… We consider active inference as a novel approach to the design of synthetic autonomous agents. In order to assess active inference’s feasibility for … Active inference, a corollary of the free energy principle, brings together perception, learning and control in a unifying theory [8]. …	https://drive.google.com/file/d/1AaN56UMGZGy85RiLFAwbQ0KGcstqNQhZ/view	https://scholar.google.com/scholar?q=related:fq5kIOsCZtMJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	M Stetter, EW Lang	Learning intuitive physics and one-shot imitation using state-action-prediction self-organizing maps	2020	arXiv preprint arXiv:2007.01647	arxiv.org	https://arxiv.org/abs/2007.01647		174	2021-12-16 5:27:33									0	0	0	2	1	… its performance on a set of several related, but different one-shot imitation tasks, which the agent flexibly solves in an active inference style. … mechanism is referred to as "active inference" and represents the action generation mechanism suggested by the free energy principle. …	https://arxiv.org/pdf/2007.01647	https://scholar.google.com/scholar?q=related:VLzAgzjRVQsJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	A Safron, V Klimaj	Learned but Not Chosen: A Reward Competition Feedback Model for the Origins of Sexual Preferences and Orientations	2020		psyarxiv.com	https://psyarxiv.com/y2hr7/		460	2021-12-16 5:27:33									0	0	0	2	1	Is sexual orientation an evolutionary adaptation or social construct? With respect to sexual preferences, to what extent are we “born that way” and to what extent does learning matter? This chapter discusses how nature and nurture may interact to shape sexual motivation by …	https://psyarxiv.com/y2hr7/download?format=pdf	https://scholar.google.com/scholar?q=related:dcFQYkZ8PXAJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	TJ Adkins, RL Lewis, TG Lee	Large prospective losses lead to sub-optimal sensorimotor decisions in humans	2020	bioRxiv	biorxiv.org	https://www.biorxiv.org/content/10.1101/406439.abstract		395	2021-12-16 5:27:33		10.1101/406439.abstract							0	0	0	3	1	The rationality of human behavior has been a major problem in philosophy for centuries. The pioneering work of Kahneman and Tversky provides strong evidence that people are not rational. Recent work in psychophysics argues that incentivized sensorimotor decisions (such …	https://www.biorxiv.org/content/biorxiv/early/2020/01/23/406439.full.pdf	https://scholar.google.com/scholar?q=related:bfujA6zMOegJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
